Y,X1,X2,X3
8995004,956,97,97
74813200,490,220,694
125088732,293,603,708
23365376,256,853,107
129960600,970,870,154
60973560,738,459,180
16997640,163,158,660
821648,577,712,2
1598272,226,208,34
74300080,206,710,508
208239556,541,932,413
49223772,299,538,306
103240534,619,178,937
193755450,345,994,565
278307414,594,777,603
426945888,558,776,986
193782880,706,730,376
108571320,286,740,513
269566656,516,634,824
236088300,915,679,380
36085959,819,57,773
7388910,145,447,114
40837944,952,79,543
216794880,972,697,320
234149520,528,733,605
34594560,64,780,693
56777175,295,273,705
352868967,737,621,771
333657935,733,745,611
293769072,537,786,696
616319928,837,756,974
13748947,467,499,59
50150628,174,397,726
29801328,158,696,271
348439728,546,662,964
69149246,838,101,817
118607918,209,949,598
232308000,432,717,750
138248568,522,292,907
208298880,696,430,696
91352448,712,486,264
10810368,138,768,102
267507072,677,686,576
78327120,760,193,534
216918000,500,468,927
16134768,676,459,52
19942650,585,35,974
104448,8,17,768
82374880,790,532,196
515134192,944,899,607
17945064,918,108,181
37774008,87,916,474
162769068,396,483,851
71634618,659,594,183
10306380,463,159,140
117741032,346,482,706
61102256,772,188,421
505597248,864,923,634
128258208,468,601,456
71873758,242,851,349
195629952,784,562,444
2246976,996,282,8
97069632,944,123,836
26839800,148,403,450
58297700,610,503,190
273341776,566,536,901
20964339,341,69,891
58228170,831,110,637
20100480,152,285,464
222349647,663,929,361
30030450,257,475,246
83635695,205,429,951
378445028,478,962,823
317520000,810,1000,392
565697196,954,834,711
138323640,265,956,546
37398438,242,693,223
5449248,136,159,252
69451950,205,982,345
360592960,928,490,793
247047840,585,636,664
483081248,823,664,884
54883395,277,555,357
39732192,137,912,318
351081732,509,916,753
3781620,36,141,745
55203588,638,437,198
83909150,650,167,773
50852375,623,653,125
119004912,453,624,421
55423560,115,934,516
37903680,428,144,615
9336954,22,733,579
89121780,330,874,309
92987424,402,488,474
5875254,21,942,297
6175260,910,29,234
4049760,885,26,176
42682353,287,267,557
154457688,498,418,742
44291028,367,267,452
28303533,97,963,303
74323584,447,433,384
11604176,712,562,29
90263040,210,736,584
814723350,938,925,939
96663580,179,871,620
347780979,657,831,637
51900408,939,168,329
161923860,654,393,630
123920280,486,418,610
13938210,722,297,65
9626400,50,336,573
82282200,548,273,550
198359590,962,253,815
67386858,469,622,231
118098450,205,865,666
29375775,913,585,55
97983750,530,725,255
1926768,411,293,16
12482673,29,597,721
514172350,619,925,898
71271284,287,686,362
465188610,705,919,718
122671206,294,537,777
32808048,336,481,203
83786100,367,300,761
112006400,814,430,320
241445424,727,407,816
61178430,353,327,530
108830328,323,404,834
1465299,779,209,9
37160244,321,132,877
26875200,509,150,352
141888,12,16,739
2099044,142,778,19
25154082,62,739,549
597816,171,46,76
25659858,161,202,789
37181710,310,433,277
16472099,149,119,929
70216269,863,111,733
41243020,434,221,430
68541900,635,140,771
19034496,533,62,576
139211280,834,856,195
154125,125,9,137
8642260,241,815,44
4805580,52,505,183
1074840,212,338,15
69542172,773,833,108
545317625,835,755,865
92103480,930,189,524
88625680,305,572,508
2978592,71,92,456
121963518,711,431,398
26468520,390,361,188
126752750,710,925,193
222376530,965,398,579
78349440,312,584,430
132916616,826,196,821
206757024,652,438,724
184756,209,884,1
270478080,443,795,768
185410720,484,610,628
75303200,784,113,850
15921540,449,985,36
199295712,903,627,352
7531425,537,825,17
71812629,409,929,189
38486016,96,432,928
46721591,941,173,287
7309596,692,21,503
11174646,147,398,191
149639140,602,938,265
659308336,967,991,688
123099390,985,131,954
232012557,453,841,609
16828000,160,175,601
182064714,878,409,507
26512640,538,80,616
75936000,452,500,336
65961490,434,269,565
229259142,686,523,639
3354944,38,248,356
64177872,617,394,264
124534284,314,798,497
204714510,770,663,401
129249120,728,660,269
2138808,406,12,439
34909680,334,120,871
26496678,941,361,78
34355650,953,50,721
96049080,557,958,180
2772165,55,317,159
172056000,642,500,536
143349808,394,623,584
530084331,729,953,763
8459000,769,88,125
199410,23,30,289
142207065,735,363,533
34634826,622,269,207
75206560,346,418,520
23197850,401,65,890
7933500,615,516,25
1211210,847,55,26
97742502,762,507,253
24094080,705,356,96
175346892,929,642,294
272230272,576,766,617
35658315,287,495,251
3144960,936,35,96
153311344,634,334,724
30957080,220,437,322
117205704,522,594,378
25758000,405,200,318
372460515,895,931,447
21929215,721,35,869
70921620,924,645,119
406153440,968,630,666
34391760,520,302,219
23360640,529,920,48
403774308,882,522,877
80771964,969,182,458
329893074,691,567,842
714292640,824,974,890
609336,217,312,9
62756928,612,208,493
158974200,777,372,550
125646906,682,217,849
243500796,623,517,756
593004812,908,697,937
382768680,827,798,580
49172400,90,696,785
3766400,352,100,107
214430656,352,646,943
151741350,621,543,450
387000,2,375,516
86944760,472,665,277
124504000,197,800,790
153735120,846,280,649
180908640,880,243,846
47190759,427,561,197
261352524,551,564,841
18924570,238,279,285
203244552,346,999,588
11665701,549,787,27
41359368,578,268,267
206330000,250,878,940
2148020,335,458,14
109230882,309,629,562
533600,25,232,92
146188908,603,356,681
40080084,561,106,674
765781632,873,896,979
203797800,708,303,950
394576224,784,521,966
96465600,154,720,870
88769835,959,165,561
49420032,281,687,256
38593340,830,67,694
27177150,905,105,286
3932550,971,810,5
47962460,361,730,182
118545840,360,602,547
8173440,430,528,36
255978900,450,839,678
133455168,924,236,612
465609056,796,782,748
386258895,759,789,645
155708406,697,378,591
229667704,623,406,908
96963255,619,295,531
159851769,209,847,903
314173056,894,578,608
6689056,682,16,613
4436100,620,795,9
346203072,972,788,452
47319825,865,105,521
663520,232,5,572
8516112,508,132,127
7705953,951,37,219
15372900,551,450,62
10077650,251,803,50
79620590,695,167,686
102483000,200,579,885
168681690,835,258,783
294265920,624,730,646
783189616,866,946,956
29582055,555,327,163
204922872,814,972,259
419502,503,2,417
966240,61,80,198
643648,113,712,8
277563708,339,852,961
584573175,639,925,989
2525952,132,23,832
163901556,654,378,663
152153787,681,373,599
17432415,455,297,129
49143325,539,175,521
41601600,642,90,720
287818488,501,711,808
49836592,131,767,496
863136,3,486,592
1594125,65,45,545
3835377,189,91,223
197434328,689,833,344
2288900,20,487,235
8156493,537,83,183
106293924,683,786,198
22323180,165,454,298
15607710,333,430,109
39900225,635,71,885
374749844,977,412,931
186572160,531,360,976
139491440,880,293,541
203229900,555,718,510
4400143,11,607,659
3110800,101,88,350
69152720,322,280,767
86048568,522,241,684
134020800,200,738,908
22907925,565,153,265
40010124,473,114,742
307909440,480,662,969
3780720,890,9,472
33219396,873,252,151
3532100,130,130,209
529495064,776,911,749
81041100,745,294,370
34332022,773,53,838
70176880,337,685,304
175820832,828,836,254
49953024,584,432,198
28014168,404,78,889
328354044,926,523,678
83400300,460,459,395
523887,39,19,707
1103102,29,77,494
36537732,147,462,538
75684780,358,783,270
141466740,970,654,223
488117300,685,790,902
53589936,127,708,596
177991940,662,805,334
9236736,16,633,912
28015660,85,524,629
220492701,781,741,381
151536000,350,656,660
135890622,342,901,441
84791718,683,418,297
244312128,523,576,811
336609072,536,753,834
16178220,170,306,311
3999059,227,79,223
7897428,294,222,121
41816148,929,62,726
322235550,903,390,915
78771420,130,687,882
100320,570,22,8
5522400,200,156,177
96132495,361,615,433
24690120,595,364,114
143306490,691,310,669
8533595,571,427,35
38673360,771,209,240
309217152,736,628,669
7705386,13,663,894
401263335,999,737,545
174745550,350,683,731
100975275,659,681,225
9021012,26,462,751
24219972,756,543,59
11924718,598,51,391
49381360,809,763,80
260700328,868,526,571
30357600,560,278,195
33585888,574,138,424
34200960,240,376,379
377018656,952,724,547
430924704,563,952,804
130206510,354,465,791
57715200,167,864,400
3423040,8,760,563
23596342,371,649,98
62021520,820,132,573
97062962,614,547,289
74486175,475,167,939
48813348,618,541,146
182191344,618,857,344
40612320,80,553,918
580408136,902,938,686
96792441,101,989,969
278950896,651,904,474
186810624,429,672,648
200385,3,305,219
565158013,721,941,833
42733480,164,710,367
17270244,59,846,346
18507000,796,75,310
8811180,185,54,882
35256474,258,451,303
47482162,823,182,317
374250240,936,595,672
79733808,357,423,528
18450360,159,120,967
5912320,64,298,310
47185875,225,451,465
117127920,692,806,210
22224839,863,283,91
767463504,944,969,839
99639540,819,158,770
3256552,26,724,173
101902710,687,182,815
185475036,939,437,452
113250192,187,682,888
5967984,178,254,132
55683306,203,311,882
234458400,880,642,415
43923915,179,861,285
12236328,68,234,769
467912016,858,744,733
47776704,372,349,368
51122880,360,291,488
288438354,621,646,719
41856568,166,338,746
46385640,158,630,466
9747216,218,243,184
396161240,628,995,634
348772962,541,773,834
7916730,645,17,722
30316716,818,639,58
43195680,594,505,144
222394788,987,569,396
11873952,509,144,162
6269600,461,400,34
76232520,507,210,716
3324064,953,218,16
174492000,592,786,375
334041603,951,361,973
7081110,19,505,738
89059524,556,499,321
7189776,51,396,356
20139406,482,889,47
194529813,929,223,939
105816816,452,929,252
11195480,46,860,283
299836800,359,870,960
428109888,724,776,762
124324740,612,435,467
128011758,941,474,287
19231836,611,122,258
267584400,933,600,478
344502616,466,878,842
19428123,143,253,537
197171040,330,856,698
885248,91,19,512
3373488,81,76,548
40702879,917,119,373
11623200,240,290,167
53619440,644,181,460
1683920,4,868,485
11077950,95,130,897
51713100,537,963,100
41827212,122,378,907
50111376,217,408,566
66556854,179,819,454
167272000,824,350,580
12672240,397,240,133
32572800,120,312,870
292256952,598,586,834
68636168,188,554,659
4323942,93,738,63
221600400,868,444,575
15086808,443,516,66
51315168,401,992,129
461752920,978,610,774
142526538,789,187,966
364303044,978,543,686
220345024,556,496,799
47447670,626,93,815
414918504,798,858,606
55086612,707,302,258
2652780,10,741,358
70306560,718,136,720
227704939,869,913,287
115953600,480,493,490
136986200,893,260,590
60288800,682,221,400
127593942,714,343,521
308160000,535,720,800
48068328,407,888,133
21608370,618,777,45
487304742,883,618,893
79534340,235,422,802
84817260,110,981,786
95202060,230,447,926
99476496,609,166,984
213228416,527,928,436
621413016,883,826,852
13439206,22,953,641
2596000,590,110,40
379371850,715,547,970
174054636,934,459,406
15986880,468,140,244
104457782,247,517,818
549359505,773,765,929
19510020,766,45,566
99141565,439,235,961
123912750,537,250,923
36933792,371,204,488
107709903,917,421,279
16479177,359,107,429
253356000,750,688,491
192766222,671,379,758
632378824,836,761,994
244594270,790,757,409
119716350,435,365,754
107866914,703,214,717
132283256,283,476,982
116314154,242,523,919
672198120,792,995,853
32432400,594,728,75
288557424,558,743,696
197409336,536,419,879
108779008,944,416,277
307753512,737,508,822
30499560,456,105,637
44892435,641,483,145
13042545,831,365,43
415005900,860,607,795
125139060,366,522,655
51480450,885,105,554
95670315,673,405,351
336256320,582,736,785
40633400,289,185,760
34782748,539,221,292
57961224,747,122,636
79220568,158,889,564
25370928,76,396,843
548747080,731,980,766
37597824,144,344,759
51719304,833,796,78
27691125,231,137,875
239960448,654,468,784
13847720,172,415,194
230899438,803,322,893
2386800,78,120,255
61152,7,728,12
90817320,643,165,856
10373888,448,827,28
6276192,47,642,208
54543780,435,172,729
4094272,518,38,208
247659840,761,960,339
123237450,270,805,567
8872119,747,107,111
101692800,856,330,360
59550504,376,393,403
101875424,863,868,136
4045272,847,6,796
635199238,802,899,881
144600768,936,164,942
20316150,303,149,450
27175995,161,341,495
12374673,491,31,813
6911316,491,34,414
814632,746,4,273
69380100,150,607,762
12109986,189,354,181
14676300,450,46,709
113936550,491,650,357
109112562,669,369,442
222602940,738,434,695
2114550,254,37,225
17623152,828,313,68
300912920,821,595,616
140254048,737,608,313
117264030,505,338,687
77002920,235,666,492
248241903,507,619,791
6081075,675,231,39
79646100,890,570,157
10600674,383,659,42
46029732,188,623,393
48621210,110,753,587
179440254,389,523,882
36413328,174,707,296
2246712,26,228,379
44468390,271,610,269
199034496,948,243,864
52990660,505,709,148
26642952,938,36,789
95673600,160,792,755
65673545,203,727,445
18397049,571,101,319
5840800,149,392,100
120760020,590,822,249
3415041,27,317,399
132864,24,692,8
71183856,592,269,447
34162128,156,308,711
25951914,134,243,797
171772590,935,402,457
20067264,756,42,632
85219596,198,866,497
61141360,460,658,202
4507992,174,254,102
19297072,766,376,67
370842624,918,526,768
96950304,404,792,303
46260060,285,308,527
336168,29,207,56
79794720,282,786,360
56478708,702,583,138
395629920,560,882,801
23747200,820,905,32
502841248,718,962,728
343252230,503,690,989
66917275,365,185,991
104915568,201,808,646
5128452,63,94,866
204924120,969,680,311
15392000,640,50,481
139408815,265,987,533
187128690,742,391,645
135063390,991,385,354
8877420,331,149,180
64058400,900,124,574
300643812,522,653,882
90972072,309,348,846
79877840,287,994,280
43578822,967,87,518
213611508,549,814,478
109635840,930,128,921
44706816,176,567,448
21332246,289,442,167
17297352,172,333,302
572440468,797,844,851
25508925,117,285,765
488655072,927,578,912
4895550,215,115,198
13252643,991,43,311
62050176,144,488,883
74746560,454,672,245
21481680,869,515,48
107599492,364,349,847
29229498,486,439,137
25771251,913,291,97
45458496,162,316,888
14622400,38,925,416
349074726,722,759,637
2388400,112,25,853
59806800,898,185,360
133380893,563,703,337
143250306,534,457,587
2852640,280,36,283
355005288,726,799,612
144406080,551,364,720
51320843,161,361,883
37773120,70,876,616
21882528,129,992,171
401961294,714,943,597
79852500,450,273,650
95790240,559,340,504
20106060,39,745,692
460048407,833,833,663
551431531,917,631,953
3534144,632,932,6
15826554,558,251,113
122581536,276,824,539
94609920,381,776,320
5806480,10,802,724
560765700,948,717,825
86577678,313,381,726
17223822,77,306,731
296231400,796,450,827
377613600,845,480,931
709807800,975,808,901
5611500,125,348,129
85077720,954,91,980
181398016,608,643,464
223322880,440,544,933
211579375,353,625,959
56694660,561,652,155
8057060,265,44,691
57271752,123,669,696
55396341,363,507,301
70168032,99,736,963
40963920,230,362,492
261662940,899,294,990
237084000,1000,276,859
80012800,752,160,665
68927560,610,212,533
64286040,140,546,841
151920792,614,783,316
128348550,473,402,675
3247200,120,164,165
8559408,232,946,39
88121220,438,341,590
56613434,178,353,901
101263050,610,651,255
23488169,199,901,131
58095576,998,154,378
1824984,426,18,238
108918432,161,864,783
20519000,85,340,710
15456690,131,270,437
32433696,582,72,774
25630290,189,382,355
272887648,488,716,781
208093158,663,658,477
35336304,521,108,628
183400110,681,955,282
4969440,306,40,406
125783280,336,531,705
466390629,909,837,613
57540154,197,673,434
303981760,544,646,865
394289760,596,740,894
1918296,332,54,107
723347010,943,947,810
1008128,32,88,358
36762096,138,938,284
13187610,729,201,90
300683136,403,804,928
397758200,776,725,707
124171128,916,153,886
92689364,389,839,284
14456664,762,153,124
445312,56,14,568
161823000,375,668,646
12851136,592,27,804
55212192,537,612,168
408465200,572,740,965
146341440,610,272,882
256026960,656,413,945
49678552,98,902,562
114024491,629,203,893
287869590,895,642,501
635801760,660,984,979
71446320,132,620,873
31198820,865,254,142
130388940,813,243,660
81467074,611,409,326
89802360,855,152,691
14010400,664,50,422
8541000,90,260,365
55317600,394,702,200
207004656,892,332,699
88711200,999,148,600
241621380,702,894,385
33477392,344,494,197
72149700,645,595,188
4378050,94,207,225
4212864,69,288,212
3842265,15,989,259
108133218,171,817,774
227896610,683,610,547
41573025,305,585,233
44008920,765,72,799
257039740,838,829,370
295218000,710,840,495
156752496,906,324,534
131063200,850,419,368
124084320,465,538,496
15306678,163,141,666
224071456,994,292,772
77554152,389,468,426
230647500,675,510,670
1275588,254,9,558
410059104,876,728,643
33367488,366,154,592
87357204,193,891,508
6721712,122,568,97
166266618,318,661,791
357934920,820,547,798
252528376,898,916,307
143999493,409,517,681
11538807,417,469,59
131701464,722,563,324
12356232,553,57,392
632679124,868,989,737
230251706,986,293,797
12059718,649,57,326
338156775,891,475,799
15833664,882,102,176
10137240,360,971,29
250720470,759,910,363
202610800,700,538,538
46675200,340,858,160
62209002,174,607,589
6915909,91,517,147
24583986,489,266,189
5649896,392,497,29
9271440,474,978,20
450221835,785,651,881
12765845,53,335,719
6491334,106,149,411
39912600,301,408,325
5515776,216,304,84
49816388,346,193,746
106643880,202,838,630
153176832,996,864,178
32366250,411,250,315
259586613,921,351,803
13977894,94,511,291
332602740,870,634,603
38387285,619,157,395
11346192,494,174,132
178285968,456,749,522
4627500,617,12,625
1211613,611,3,661
1319175,225,11,533
4300128,81,79,672
55796825,485,865,133
495811800,675,982,748
597184420,971,764,805
4916802,253,237,82
14196160,220,148,436
190729868,674,406,697
392902985,685,709,809
447376528,922,926,524
83344868,214,554,703
412680,285,2,724
30775120,281,148,740
59905260,657,94,970
317839960,509,932,670
17449614,702,67,371
37794618,687,519,106
27302730,546,137,365
6304668,106,138,431
110732160,560,749,264
361023658,787,661,694
135809532,901,948,159
34904400,136,590,435
5409600,60,490,184
1060254,197,18,299
47849325,185,645,401
9275904,88,144,732
179193294,703,441,578
241943969,529,601,761
207208260,738,955,294
50634000,970,522,100
113118930,590,263,729
6255360,128,905,54
106281450,270,421,935
369005280,541,696,980
56851177,241,563,419
213178559,253,907,929
154755720,930,849,196
128440507,377,359,949
58477408,466,682,184
432952716,669,812,797
233430464,632,674,548
24261120,208,162,720
78031360,935,512,163
3012520,49,290,212
261582132,861,503,604
47396320,664,215,332
222938352,428,819,636
158826852,942,646,261
7462630,31,665,362
1644048,98,932,18
590574800,982,776,775
263193366,538,911,537
38276172,66,606,957
66037248,256,459,562
130709322,437,573,522
42432210,305,262,531
3333525,65,195,263
78917247,153,771,669
99970780,260,413,931
35012400,978,716,50
155046528,203,864,884
13887720,167,693,120
53317152,159,499,672
177609000,292,811,750
131984944,338,734,532
16720128,123,576,236
3034768,86,88,401
81840,93,176,5
58434362,841,709,98
8223915,167,105,469
94057172,484,521,373
463619520,915,728,696
321367404,487,866,762
493626,966,511,1
468750672,573,828,988
373630026,869,609,706
169296960,244,784,885
4221955,73,215,269
20209892,349,467,124
226207520,854,560,473
36532320,561,74,880
18081308,868,563,37
133102080,436,360,848
13177728,246,744,72
213487560,429,780,638
357771870,885,666,607
328422060,465,828,853
527228704,883,752,794
39073496,926,137,308
91520191,457,469,427
574058828,929,812,761
147167416,739,803,248
10919040,726,16,940
319503780,772,765,541
31013586,954,59,551
38224116,699,441,124
84202926,227,422,879
334951650,471,825,862
125211624,426,394,746
69741737,169,499,827
339721615,905,437,859
9200529,789,13,897
167109600,928,735,245
1051776,198,166,32
172541368,652,307,862
425267280,852,885,564
30971161,353,221,397
54121424,532,116,877
3062400,58,55,960
121332174,422,717,401
34210752,92,508,732
66150000,525,252,500
159191452,503,889,356
48393345,121,455,879
5589000,690,20,405
184932765,345,591,907
8291240,137,89,680
282421524,876,583,553
162747690,645,538,469
17503064,344,73,697
5574272,107,148,352
2943249,53,321,173
12042864,457,244,108
43379334,621,106,659
110683426,623,422,421
452447248,737,629,976
138081055,971,239,595
25328664,474,183,292
131685246,343,554,693
6510996,668,171,57
163027360,452,635,568
116763780,877,317,420
50615847,207,269,909
1468530,35,54,777
19029316,934,122,167
243468378,942,303,853
61735200,696,887,100
27419616,804,58,588
264083850,335,855,922
144237252,699,653,316
180554112,608,678,438
4358592,8,966,564
155024240,284,557,980
91228200,642,203,700
8420608,37,254,896
28662480,564,154,330
127042386,179,834,851
39063200,193,253,800
13392000,496,72,375
62649636,93,982,686
190477950,975,274,713
44501610,570,101,773
30942234,249,298,417
377172220,911,652,635
131670720,576,655,349
181692732,641,474,598
421414598,869,839,578
5691140,28,767,265
52800072,687,739,104
8255538,19,717,606
3537000,250,27,524
151488,789,4,48
2810808,338,396,21
12274416,432,123,231
332400600,930,420,851
187742016,448,913,459
101643588,333,557,548
96380592,586,264,623
334152,234,102,14
38044300,175,391,556
138246108,442,462,677
228928605,271,849,995
257884408,683,872,433
236559078,853,651,426
22548625,155,575,253
30890400,844,600,61
98797608,357,312,887
34570302,206,169,993
29607776,76,932,418
49274400,838,245,240
289760640,564,676,760
45241856,704,116,554
31361925,861,235,155
308238000,875,358,984
58944700,716,925,89
85036952,182,814,574
19308450,555,245,142
175447680,345,928,548
522316872,946,626,882
105292572,511,308,669
120008980,283,466,910
147938860,673,758,290
13238575,707,107,175
513527040,936,762,720
308363776,887,679,512
82638972,799,204,507
155833497,717,369,589
218396760,566,654,590
2705840,298,10,908
12641076,378,727,46
9471210,490,51,379
3359853,189,29,613
117421096,793,892,166
6793200,450,74,204
78339360,264,401,740
91742469,161,769,741
558647100,876,773,825
91045760,706,620,208
94545360,273,481,720
22357748,233,149,644
212126310,906,645,363
49981680,633,940,84
22111140,919,60,401
23915136,287,896,93
20363200,143,160,890
261960480,340,984,783
68689620,540,389,327
573804,483,18,66
55413500,380,475,307
190360854,326,801,729
137381300,265,529,980
35966400,177,254,800
72609156,522,478,291
253563436,284,931,959
30583578,86,367,969
43300628,71,947,644
47269908,98,762,633
11107392,996,82,136
1583244,39,102,398
62867664,648,358,271
165384450,301,814,675
12347369,197,233,269
198007992,643,728,423
33032934,666,297,167
216037980,855,698,362
99982350,234,633,675
121013630,283,610,701
39297150,837,939,50
15311923,913,31,541
124724880,584,630,339
108987120,396,556,495
35601936,344,141,734
172559160,410,486,866
115805088,306,434,872
13282500,525,110,230
355167000,855,536,775
201297656,322,746,838
3910464,144,219,124
353337052,622,647,878
105699540,346,599,510
65520,39,12,140
4265508,111,739,52
2581632,498,192,27
110830065,597,347,535
12966976,176,326,226
7554400,19,560,710
356269172,524,721,943
5614440,305,156,118
70900440,967,940,78
69704002,746,419,223
52653590,761,187,370
38540000,820,94,500
13481640,219,81,760
11991210,179,330,203
219613200,545,552,730
261592064,383,928,736
35272710,99,451,790
177754020,596,337,885
25194624,56,624,721
119031014,758,373,421
253496100,988,825,311
3097920,461,960,7
12737400,46,325,852
334526696,412,983,826
26621177,67,881,451
557881468,844,991,667
147435120,597,882,280
35977612,974,46,803
14703920,245,124,484
30254202,93,341,954
301933576,556,553,982
26013750,105,250,991
195303040,761,401,640
4273280,352,607,20
70499745,349,335,603
299884365,965,657,473
214341204,421,924,551
115420140,935,381,324
50725016,746,382,178
27937800,425,249,264
64079015,649,455,217
23778688,92,394,656
19075392,114,996,168
84208152,589,161,888
44439192,303,582,252
66808560,931,624,115
94910220,465,699,292
147173950,889,550,301
34768530,591,530,111
183085056,768,258,924
29286102,789,134,277
28294355,163,745,233
41970544,154,326,836
43561440,360,179,676
137372916,653,564,373
234144496,694,932,362
20031363,61,341,963
90422384,328,299,922
124755876,268,821,567
68723200,944,560,130
17759952,839,168,126
13661208,94,367,396
114906029,643,343,521
174978144,912,209,918
300470625,625,587,819
76041630,315,602,401
111021390,149,765,974
86830128,656,231,573
35114112,374,96,978
12794481,141,447,203
247641414,373,849,782
133162515,423,465,677
5299200,552,20,480
93257460,540,463,373
22692384,99,608,377
289310800,355,976,835
3441536,668,28,184
25892217,351,201,367
4742150,797,850,7
58960686,361,489,334
588464982,966,809,753
16268472,334,246,198
18511416,924,189,106
4214750,23,733,250
98651590,431,974,235
21995820,198,322,345
535048308,724,909,813
4477200,728,30,205
58526758,331,838,211
20364972,258,122,647
124367360,808,208,740
29611296,48,858,719
59476680,422,145,972
377766180,990,522,731
466272261,777,669,897
22829520,420,214,254
315149640,807,751,520
247158000,995,432,575
323324800,382,920,920
154577790,978,771,205
5516880,762,362,20
406113024,664,831,736
138855944,172,898,899
14643072,27,892,608
465551924,956,683,713
53515540,923,130,446
25989372,163,172,927
68326467,803,113,753
5542460,770,59,122
8333199,161,213,243
233884508,443,572,923
450140000,710,1000,634
1255478,322,7,557
1274292,69,81,228
30904200,97,900,354
163828170,681,297,810
4034016,144,69,406
148559070,759,230,851
56245761,957,429,137
146620838,686,533,401
91088088,932,537,182
46830784,442,352,301
15625200,898,232,75
65297540,389,545,308
20676960,865,144,166
31810075,655,883,55
483839244,918,534,987
49238538,633,874,89
13398000,58,770,300
18008217,633,981,29
6816096,161,96,441
294703920,720,623,657
42887392,692,127,488
29625912,162,349,524
120585600,948,795,160
492016,764,14,46
56906080,298,310,616
214507644,722,586,507
15634710,69,546,415
210469875,985,385,555
243883272,344,841,843
1571284,82,143,134
7758828,622,27,462
24204096,63,928,414
13200,300,22,2
99057924,126,849,926
313679520,528,861,690
48913488,318,754,204
27190634,466,703,83
226402803,757,513,583
24879260,958,49,530
9135560,56,553,295
37100000,265,140,1000
15796716,929,26,654
4810512,103,834,56
18566479,277,691,97
50704412,869,503,116
224595579,559,597,673
327043824,877,457,816
307578392,902,523,652
5581080,18,370,838
151032444,874,498,347
233641625,425,565,973
5260878,14,971,387
61463475,321,555,345
371761368,726,626,818
28963440,594,115,424
38713950,237,675,242
4265250,47,110,825
20074320,144,245,569
188028750,325,609,950
6436248,842,12,637
400985736,879,898,508
186084060,636,815,359
258816840,578,878,510
228323976,526,593,732
1219512,244,357,14
161029140,820,201,977
144286475,575,893,281
98895104,812,352,346
36851290,974,161,235
160362020,949,476,355
238633815,651,439,835
20270866,322,97,649
88942968,888,359,279
150299712,734,632,324
55981296,948,76,777
62897450,961,119,550
358284502,841,586,727
337694163,779,687,631
208042560,264,995,792
12496680,378,228,145
135839520,408,930,358
15291370,922,155,107
371526912,984,513,736
46717344,834,72,778
142419870,258,705,783
39984,49,2,408
159339920,692,397,580
125336640,913,416,330
31927923,951,361,93
9405264,33,379,752
327035358,687,718,663
14765100,79,420,445
18072600,331,210,260
44277996,357,404,307
7672522,193,143,278
12815025,345,437,85
46361952,976,273,174
1860200,710,10,262
18009036,228,699,113
9270612,923,124,81
10401168,337,48,643
177832818,419,646,657
48375005,421,335,343
3038490,91,126,265
154492940,973,170,934
23099400,900,313,82
38915856,757,84,612
2715648,96,34,832
7104328,56,209,607
277311600,951,324,900
106473304,439,427,568
372222,113,6,549
20661732,371,153,364
37160832,348,142,752
71690724,513,434,322
14314300,338,110,385
21658560,586,616,60
88183580,370,538,443
135769920,253,832,645
120639456,732,216,763
14287680,180,88,902
4100832,491,87,96
148465616,604,326,754
120141978,643,627,298
310985418,758,489,839
83146140,857,315,308
225324540,433,708,735
140502600,900,413,378
32651883,99,493,669
579692736,987,874,672
177538356,719,361,684
251525232,829,903,336
10963050,525,197,106
105162588,309,359,948
22369600,220,205,496
141807528,474,932,321
4447527,109,87,469
59445360,292,270,754
708206712,956,794,933
6146946,117,241,218
131666808,668,399,494
233681728,952,488,503
131258185,463,961,295
134385480,888,513,295
418857852,939,623,716
182348955,991,783,235
38960883,793,477,103
98792730,270,367,997
4655475,495,15,627
4234230,231,390,47
36892125,765,643,75
943020,65,31,468
73453420,103,724,985
80145002,599,266,503
1087800,105,40,259
19714092,212,669,139
70874382,281,762,331
108780399,601,507,357
34625916,234,307,482
39892451,631,331,191
18968445,745,27,943
15518976,242,334,192
277056,52,666,8
161525028,903,394,454
87993360,260,711,476
127163820,222,686,835
13726350,275,423,118
36579088,776,637,74
43474944,183,512,464
181595862,439,938,441
133048320,732,710,256
228094542,277,918,897
241569840,415,804,724
56810304,174,912,358
66678612,286,546,427
57961224,477,366,332
70123050,127,675,818
59797800,695,90,956
2396952,324,411,18
33277790,845,97,406
74476500,346,375,574
275141016,298,927,996
117836823,481,643,381
150720,157,40,24
133617120,741,392,460
356152368,712,858,583
217201075,805,593,455
17981310,106,263,645
198132480,546,672,540
45584850,146,575,543
14142600,388,162,225
4634370,699,39,170
93939864,258,454,802
5603598,91,66,933
394934960,835,656,721
522177810,751,903,770
12262950,63,850,229
53137920,444,187,640
227819240,607,853,440
71809200,915,981,80
167342825,793,575,367
116463168,552,447,472
140879680,290,646,752
29437800,301,326,300
166984636,334,533,938
1956798,6,423,771
60437300,110,835,658
421380920,872,635,761
161226403,611,367,719
3348072,273,292,42
146068182,503,657,442
40374400,800,148,341
3608176,286,83,152
1011240,265,318,12
47680974,486,991,99
159254742,337,697,678
29700616,334,473,188
269769825,975,639,433
14436576,147,132,744
72005250,155,475,978
23975424,288,473,176
309065625,495,625,999
178367043,867,491,419
694045800,860,915,882
103421475,333,615,505
